companyFullName,companyShortName,companySize,financeStage,city,district,positionName,education,workYear,salary_min,salary_max,industryField,firstType,secondType,positionAdvantage,companyLabelList
万翼科技有限公司,万科,2000人以上,上市公司,深圳,南山区,python后台开发工程师,本科,3-5,20k,35k,房产家居,开发|测试|运维类,后端开发,"世界五百强,地产龙头,薪资福利佳,挑战大","['绩效奖金', '岗位晋升', '管理规范', '通讯津贴']"
北京神州绿盟信息安全科技股份有限公司,绿盟科技,500-2000人,上市公司,成都,高新区,Python开发工程师（成都）-CSS,本科,1-3,10k,18k,信息安全,开发|测试|运维类,后端开发,六险一金；餐补；通讯补贴；弹性工作时间,"['技能培训', '节日礼物', '股票期权', '带薪年假']"
上海九鞅科技有限公司,九鞅科技,15-50人,不需要融资,上海,杨浦区,python开发工程师,本科,1-3,10k,20k,"金融,数据服务",开发|测试|运维类,后端开发,超强实力团队，成长空间，弹性工作，年终奖金,[]
上海庆科信息技术有限公司,MXCHIP,150-500人,B轮,上海,普陀区,Python 开发程师,本科,3-5,15k,25k,硬件,开发|测试|运维类,后端开发,"职位空间大,行业前景好","['互联网风口', '物联网、高新', 'Wi-Fi', '午餐补助']"
深信服科技股份有限公司,深信服科技集团,2000人以上,上市公司,深圳,南山区,Python开发工程师 (MJ001596),本科,1-3,14k,28k,"信息安全,企业服务",开发|测试|运维类,后端开发,上市公司、成长快、发展好、五险一金,"['三餐全包', '大牛超多', '年终奖超多', '大公司，稳定']"
令克软件（杭州）有限公司,令克软件,50-150人,不需要融资,杭州,余杭区,python爬虫工程师,大专,3-5,8k,12k,软件开发,开发|测试|运维类,后端开发,年终奖 补贴,[]
上海骞云信息科技有限公司,CloudChef,50-150人,B轮,上海,杨浦区,高级Python开发工程师,本科,3-5,15k,30k,"企业服务,数据服务",开发|测试|运维类,后端开发,"带薪年假,五险一金,团建旅游,补充公积金","['股票期权', '带薪年假', '定期体检', '弹性工作']"
广东中思拓大数据研究院有限公司,中思拓研究院,50-150人,未融资,广州,天河区,高级python工程师,本科,5-10,20k,35k,"数据服务,软件开发",开发|测试|运维类,后端开发,平台好，发展空间大，薪酬待遇优越,"['专项奖金', '带薪年假', '绩效奖金', '节日礼物']"
云势天下（北京）软件有限公司,云势软件,150-500人,B轮,北京,朝阳区,Python后端工程师,本科,3-5,18k,25k,企业服务,开发|测试|运维类,后端开发,"六险一金,团队优秀,带薪年假,扁平管理","['年底双薪', '专项奖金', '绩效奖金', '带薪年假']"
北京数制科技有限公司,数制科技,50-150人,A轮,北京,朝阳区,python研发工程师,本科,1-3,15k,30k,"移动互联网,数据服务",开发|测试|运维类,后端开发,"五险一金,福利好,地铁周边,试用全薪","['绩效奖金', '定期体检', '带薪年假', '弹性工作']"
上海聚均科技有限公司,聚均科技,50-150人,未融资,上海,浦东新区,Python全栈工程师,本科,3-5,20k,40k,移动互联网,开发|测试|运维类,人工智能,绩效奖金、餐费补贴、补充医疗保险、发展空间大,"['专项奖金', '管理规范', '节日礼物', '领导好']"
上海江煦信息科技有限公司,上海江煦信息科技,15-50人,不需要融资,上海,徐汇区,python算法工程师,本科,应届毕业生,8k,15k,"移动互联网,硬件",开发|测试|运维类,后端开发,俊男美女，弹性工作，福利多多,[]
上海触乐信息科技有限公司,触宝,500-2000人,上市公司,上海,闵行区,高级python后端开发工程师(海外小说业务后端）,本科,3-5,20k,35k,"移动互联网,数据服务",开发|测试|运维类,后端开发,上市公司/移动互联网,"['美股上市', '行业独角兽', '年底双薪', '绩效奖金']"
广州市咪佰信息科技有限公司,咪佰科技,少于15人,未融资,广州,番禺区,Python后端开发工程师,本科,在校/应届,8k,12k,"移动互联网,广告营销",开发|测试|运维类,后端开发,双休 下午茶 扁平化管理,"['年度旅游', '节日礼物', '领导好', '扁平管理']"
杭州博彦信息技术有限公司,博彦科技,2000人以上,上市公司,杭州,余杭区,Python测试开发工程师,本科,5-10,18k,30k,"移动互联网,电商",开发|测试|运维类,后端开发,周末双休，五险一金,"['领导好', '技能培训', '管理规范', '扁平管理']"
北京红棉小冰科技有限公司,小冰,50-150人,A轮,北京,海淀区,python开发工程师,本科,应届毕业生,15k,25k,人工智能,开发|测试|运维类,后端开发,AI研发团队，发展前景广阔,[]
上海触乐信息科技有限公司,触宝,500-2000人,上市公司,广州,海珠区,高级Python后端开发工程师,本科,3-5,25k,40k,"移动互联网,数据服务",开发|测试|运维类,后端开发,美股上市、核心业务,"['美股上市', '行业独角兽', '年底双薪', '绩效奖金']"
郑州信大捷安信息技术股份有限公司,信大捷安,500-2000人,未融资,郑州,金水区,Python开发工程师（郑州）,本科,1-3,6k,10k,"移动互联网,信息安全",开发|测试|运维类,企业软件,"福利待遇好,公司平台好","['节日礼物', '高薪', '靠谱', '有前途']"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,北京,海淀区,资深python开发工程师,本科,5-10,20k,30k,"数据服务,企业服务",开发|测试|运维类,后端开发,大数据人工智能、绩效奖金、技术牛人,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']"
成都顶呱呱投资集团有限公司,顶呱呱,2000人以上,上市公司,成都,武侯区,python工程师,本科,3-5,8k,15k,金融,开发|测试|运维类,后端开发,双休，包餐,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']"
云和恩墨（北京）信息技术有限公司,云和恩墨,500-2000人,不需要融资,西安,碑林区,python开发工程师,本科,3-5,9k,18k,数据服务,开发|测试|运维类,后端开发,行业领先 持续盈利 团队nice 福利多多,"['年底双薪', '技能培训', '节日礼物', '带薪年假']"
北京蓝运方小网络技术有限公司,blue-dot,15-50人,不需要融资,北京,朝阳区,python开发工程师,大专,1-3,14k,20k,"移动互联网,社交",开发|测试|运维类,后端开发,五险一金 团队氛围超级好，技术大牛带你飞,"['节日礼物', '项目奖金', '年终奖金', '舒适办公室']"
上海大岂网络科技有限公司,MoSeeker仟寻,150-500人,B轮,上海,徐汇区,资深Python工程师,本科,3-5,15k,30k,移动互联网,开发|测试|运维类,后端开发,"超长年假,互联网,创业团队","['带薪年假', '年终分红', '节日礼物', '技能培训']"
上海大岂网络科技有限公司,MoSeeker仟寻,150-500人,B轮,北京,朝阳区,高级Python工程师,本科,3-5,15k,25k,移动互联网,开发|测试|运维类,后端开发,"超长年假,培训多,发展空间大","['带薪年假', '年终分红', '节日礼物', '技能培训']"
武汉泰坦智慧科技有限公司,泰坦智慧,15-50人,不需要融资,武汉,东湖新技术开发区,后端开发工程师（Python）,本科,1-3,10k,20k,"人工智能,企业服务",开发|测试|运维类,后端开发,入职五险一金 双休 技术大牛 企业文化简单,"['绩效奖金', '股票期权', '节日礼物', '扁平管理']"
特赞（上海）信息科技有限公司,特赞|Tezign,150-500人,C轮,上海,虹口区,Python开发工程师,本科,3-5,20k,30k,移动互联网,开发|测试|运维类,后端开发,大牛云集 培训机会 优厚福利 晋升机制,"['技能培训', '扁平管理', '弹性工作', '全员持股']"
上海食宝健康科技有限公司,食宝健康,少于15人,天使轮,上海,静安区,Python数据工程师,本科,应届毕业生,18k,20k,医疗丨健康,开发|测试|运维类,数据开发,没有996，日常不加班。,[]
壁虎软件科技（深圳）有限公司,Gekko Lab,15-50人,不需要融资,深圳,宝安区,Python 后端工程师（实习）,本科,在校/应届,4k,6k,"数据服务,金融",开发|测试|运维类,后端开发,"极客精神,前沿技术,空间大,挑战性","['扁平管理', '股票期权', '前沿科技', '带薪年假']"
壁虎软件科技（深圳）有限公司,Gekko Lab,15-50人,不需要融资,深圳,宝安区,Python / Golang后端工程师,本科,3-5,16k,32k,"数据服务,金融",开发|测试|运维类,后端开发,前沿技术 空间大 挑战性,"['扁平管理', '股票期权', '前沿科技', '带薪年假']"
网易（杭州）网络有限公司,网易,2000人以上,上市公司,广州,天河区,Python服务端开发工程师 - 战略研究中心20,本科,1-3,14k,20k,电商,开发|测试|运维类,后端开发,五险一金,"['节日礼物', '技能培训', '免费班车', '带薪年假']"
北京来也网络科技有限公司,来也科技,150-500人,C轮,北京,海淀区,RPA工程师实习生（Python开发工程师）,本科,在校/应届,2k,4k,移动互联网,开发|测试|运维类,后端开发,AI行业、福利待遇和行业发展前景好。,"['绩效奖金', '扁平管理', '领导好', '五险一金']"
成都市肆零肆网络科技有限公司,成都肆零肆,50-150人,未融资,成都,武侯区,Python高级开发工程师,本科,3-5,10k,18k,"信息安全,数据服务",开发|测试|运维类,后端开发,"五险一金,带薪年假,项目提成,周末双休","['弹性工作', '帅哥多', '节日礼物', '管理规范']"
网易（杭州）网络有限公司,网易,2000人以上,上市公司,广州,天河区,Python服务端开发工程师 - 游戏应用与平台发,本科,1-3,20k,40k,电商,开发|测试|运维类,后端开发,"平台,薪资待遇","['节日礼物', '技能培训', '免费班车', '带薪年假']"
丰贺信息科技（上海）有限公司,丰贺信息,50-150人,不需要融资,上海,普陀区,python开发工程师,本科,应届毕业生,15k,25k,企业服务,开发|测试|运维类,后端开发,团队氛围好 做B端软件 一年一次涨薪机会,[]
天津市百思威科技有限公司,百思威,少于15人,天使轮,天津,南开区,Scratch /Python 编程实习讲师,大专,应届毕业生,4k,6k,"移动互联网,教育",教育|培训,教师,晋升空间大 福利待遇好,[]
广州瑞云网络科技有限公司,瑞云网络,50-150人,不需要融资,广州,天河区,python工程师,本科,1-3,10k,20k,"移动互联网,电商",开发|测试|运维类,后端开发,五险一金，双休，高新企业，奖金,"['年终分红', '绩效奖金', '带薪年假', '年度旅游']"
上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,深圳,南山区,python开发工程师,本科,3-5,12k,20k,"移动互联网,金融",开发|测试|运维类,后端开发,朝九晚六，周末双休,[]
上海斗象信息科技有限公司,斗象科技,150-500人,C轮,上海,浦东新区,python研发工程师,本科,1-3,20k,40k,信息安全,开发|测试|运维类,后端开发,"互联网公司,弹性上班,带薪年假,期权激励","['节日礼物', '技能培训', '股票期权', '专项奖金']"
烟台星商电子商务有限公司,星商电子商务,150-500人,B轮,烟台,开发区,高级python开发工程师,大专,应届毕业生,10k,20k,"电商,人工智能",开发|测试|运维类,后端开发,五险一金、带薪年假、工作餐、下午茶等,[]
乐飞天下信息技术(北京)有限公司,乐飞天下,150-500人,未融资,北京,朝阳区,python研发工程师,本科,在校/应届,12k,18k,"移动互联网,旅游",开发|测试|运维类,后端开发,扁平化管理～发展空间大,"['技能培训', '扁平管理', '五险一金', '午餐补助']"
北京寄云鼎城科技有限公司,寄云科技,50-150人,B轮,北京,海淀区,Python开发工程师,本科,5-10,20k,30k,"移动互联网,数据服务",开发|测试|运维类,后端开发,扁平管理、五险一金、带薪年假、股票期权,"['绩效奖金', '弹性工作', '年度旅游', '岗位晋升']"
千寻位置网络有限公司,千寻位置,500-2000人,A轮,上海,杨浦区,2021校招-Python开发工程师,本科,在校/应届,15k,30k,移动互联网,开发|测试|运维类,后端开发,阿里+中兵合资 餐补 补充商保 成长空间大,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']"
亚创（上海）工程技术有限公司,Altran （亚创）,2000人以上,上市公司,北京,大兴区,python开发工程师,本科,3-5,10k,12k,"企业服务,硬件",开发|测试|运维类,后端开发,大公司大平台 外企,"['年底双薪', '专项奖金', '带薪年假', '绩效奖金']"
北京灵动音科技有限公司,灵动音,15-50人,A轮,北京,海淀区,Qt (for Python) 开发工程师,本科,应届毕业生,13k,26k,其他,开发|测试|运维类,前端开发,团队年轻有活力，音乐爱好者们看过来,"['绩效奖金', '定期体检', '午餐补助', '带薪年假']"
朗新科技股份有限公司,朗新科技,2000人以上,上市公司,无锡,新吴区,Python开发工程师(J11786),本科,在校/应届,7k,10k,"移动互联网,企业服务",开发|测试|运维类,后端开发,六险一金 周末双休 不打卡 年度体检,"['技能培训', '年底双薪', '带薪年假', '岗位晋升']"
深圳市立新出行信息技术有限公司,立新出行,50-150人,不需要融资,深圳,宝安区,Python后台开发工程师,本科,1-3,15k,30k,"电商,消费生活",开发|测试|运维类,后端开发,公积金全额10%，免费零食，周末双休,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']"
